filename,class,file_dir,side
2025-01-10_154422.213.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.229.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.245.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.265.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.281.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.297.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.313.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.329.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.345.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.365.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.381.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.397.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.413.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.429.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.449.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.465.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.481.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.497.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.513.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.533.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.549.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.565.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.581.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.597.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.617.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.633.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
2025-01-10_154422.649.jpg,0,/root/data/tap_measure/OneDrive_1_2026-2-26/2025_new_ruler/20250114/2025114_new_ruler_images/新尺带照片/1,front
